,Lever Social Distance I,Lever Social Distance II,Lever Social Distance III,Lever Public Info,Lever Public Edu,Lever Facemasks,Lever Tracing,Lever Case Isolation,Lever Voluntary or Involuntary Vaccination,Lever Vaccination,Lever Medical Care I,Lever Medical Care II,Deceased population,Infectious population,Stock Total Effort,Stock Societal Stress
29,0.026194803379114756,0.4321081171215502,0.5224098138482783,0.16768055157064163,0.9558107895592014,0.9492892859225593,0.37557292863026037,0.36670359023610594,0.2281873320821067,0.8414346801517221,0.8841327236575482,0.5245121922773892,37558.65234375,512.4547693370941,1078.396728515625,43.011940002441406
30,0.17853652393284367,0.403615216053433,0.5719066081202699,0.26822247701740437,0.736810131119132,0.21420322363888494,0.3179625296006937,0.5648693851828046,0.25201728011982777,0.8529913409477238,0.8783877333022065,0.4469025716325414,37564.19140625,499.5802829075953,1034.5654296875,62.09307861328125
31,0.010820155796306472,0.4573907851947904,0.2982031362981119,0.8649119299824961,0.1584778991022428,0.950979525957043,0.34583686959425347,0.22483074761471275,0.40832751412004675,0.7072719647871517,0.2942168586796613,0.9449467469992873,37555.72265625,550.2475664686207,836.880859375,30.03738784790039
32,0.5892284130495858,0.9924638311372163,0.944331210630348,0.5289702932577912,0.1628658679048769,0.7379526306143301,0.3241083914537904,0.5191221251210104,0.3071540602137434,0.574316407953621,0.8958110296271211,0.5307394669696863,37560.921875,433.81680457399125,1529.5048828125,73.34561157226562
33,0.4696586990471389,0.6969408582858156,0.5212406654124006,0.17346419118958262,0.7950342989258181,0.16758011401453898,0.8895132112340959,0.36670359023610594,0.20999094411314115,0.8414346801517221,0.8841327236575482,0.5245121922773892,37561.578125,495.8491407356166,1194.4381103515625,46.351646423339844
34,0.20387477479248486,0.3581543397680004,0.419524004702918,0.284144659028413,0.8005557354894446,0.9566288279999443,0.2922689711509992,0.08714848125797381,0.39818030598480164,0.6806353910583254,0.16266736089370287,0.2957534184078805,37644.0859375,598.6135661019016,490.2547302246094,26.299266815185547
35,0.437370782344996,0.4573907851947904,0.2991434043882125,0.8649119299824961,0.18007474457565503,0.950979525957043,0.8752860482524454,0.22639485775420137,0.36046204809448584,0.7101299947975278,0.9157691741505867,0.9449467469992873,37558.73046875,520.2720207677123,1046.3414306640625,35.945858001708984
36,0.28805541132717444,0.09674449686336076,0.2834148377198621,0.16816553302545972,0.7207245936329308,0.9326838589829035,0.8744513544895963,0.5442973174423251,0.2898478646271064,0.7130489787037441,0.7913159250939741,0.5256461315556611,37558.15234375,464.3048360482735,1378.110595703125,55.64639663696289
37,0.17853652393284367,0.403615216053433,0.5719066081202699,0.8887742879269813,0.736810131119132,0.21420322363888494,0.3179625296006937,0.46406196917783193,0.25201728011982777,0.8529913409477238,0.9166075939351042,0.4469025716325414,37597.33984375,561.6892270179986,714.3137817382812,38.918235778808594
38,0.010820155796306472,0.4573907851947904,0.5604082104033759,0.8649119299824961,0.057332580969201394,0.950979525957043,0.34583686959425347,0.2327803532995932,0.40832751412004675,0.8501644408626801,0.2942168586796613,0.9449467469992873,37558.58203125,524.6815083944175,953.6697998046875,41.56661605834961
39,0.010820155796306472,0.4573907851947904,0.41895097418611366,0.8724354804198966,0.057332580969201394,0.1408423721001807,0.34583686959425347,0.0639720596014247,0.40832751412004675,0.8501644408626801,0.4110324718697399,0.9449467469992873,37554.18359375,555.8283375887236,789.08984375,27.017601013183594
40,0.6209042931759694,0.6979930580421614,0.5471142452059772,0.0663334678826207,0.9830740924646143,0.2066032055861257,0.2891914032632508,0.6907320291792449,0.8622359618171977,0.5740793111512702,0.975756688031099,0.5281555726701486,38312.16796875,440.45071410759994,1482.842529296875,72.4913330078125
41,0.4157768802452432,0.37042298472141966,0.5107418922162604,0.16035679530626135,0.09669499521302949,0.963077372912538,0.876593586678032,0.36670359023610594,0.2281873320821067,0.8414346801517221,0.911862833527346,0.5245121922773892,37560.4765625,499.14755536912423,1134.229736328125,44.77264404296875
42,0.5892284130495858,0.9746803363169028,0.9291358076010848,0.5295703203173501,0.8683582557441621,0.26663648933021256,0.8873467649487601,0.5191221251210104,0.27406481782309233,0.5550302263842743,0.9617670508660021,0.5307394669696863,37562.31640625,422.2652228112009,1677.1356201171875,74.52706909179688
43,0.004054043225051901,0.8233324925870495,0.5208459619725636,0.09013451039391543,0.8094464812867939,0.903091459425546,0.3458997912089384,0.3423588155750869,0.21957551052819335,0.7027129565773388,0.27656847495964687,0.3668904537009108,37615.50390625,565.7407397158358,645.9708862304688,41.70317077636719
44,0.5914876197786594,0.09674449686336076,0.28538353192620125,0.17090988983667255,0.7207181303840757,0.9326838589829035,0.8744513544895963,0.5442973174423251,0.2945068533652341,0.7130489787037441,0.7648907038424758,0.5545926067554037,37560.26953125,446.24165550231675,1541.3585205078125,65.90771484375
45,0.4353189546454738,0.4793303019942715,0.32252184695568364,0.9818843389478565,0.4652758488128035,0.07344418948609296,0.34956226237851673,0.5526764253805152,0.35232860158026547,0.9220676812505337,0.23340233266316493,0.6878135541322821,37548.83984375,497.0675654230342,1101.7882080078125,49.1325569152832
46,0.00976394103137973,0.3231456934807597,0.32242829750742946,0.007584885191854623,0.20101116538873992,0.3449761047196336,0.348686087846183,0.16577232780359302,0.2221456734731247,0.8154268855423669,0.9767171145683723,0.6908400133116349,37553.09375,546.0957638862077,936.479736328125,27.814077377319336
47,0.6654182956150676,0.5937974550352618,0.5101115724658688,0.16035679530626135,0.07692955004562217,0.8842695123494972,0.876593586678032,0.36670359023610594,0.2886346819756564,0.8414346801517221,0.911862833527346,0.528203049344261,37562.890625,474.0078529165787,1316.1658935546875,58.84576416015625
48,0.6680120225855549,0.40593975567140794,0.3998708214767606,0.8562506505977409,0.057332580969201394,0.13545313063411968,0.2899022863601759,0.02570351415545609,0.4056243452141859,0.5747943048324766,0.4110324718697399,0.927603242836755,37557.8828125,535.0464882143668,841.6409912109375,43.9525032043457
49,0.5853008443224665,0.9746803363169028,0.9291358076010848,0.5295703203173501,0.8683582557441621,0.26663648933021256,0.22546013798298792,0.34546554839683197,0.21993603486603483,0.5550302263842743,0.9181366169026867,0.5307394669696863,37561.4140625,489.6986432230213,1162.6295166015625,55.852195739746094
